replicate_number,replicate_value
197,2.256834189631714
198,2.2238611393387537
199,1.7093001506600098
200,2.1804142908056767
201,1.7477007381430758
202,1.7742771378903892
203,2.2382628898263133
204,1.5518852301466013
205,1.5912610811142593
206,2.0504264833824486
207,2.296254134105393
208,1.3085249617150159
209,1.7666736186081922
210,2.114544978695067
211,1.975421937296851
212,3.0290363844959427
213,2.57632463715408
214,1.726137684477149
215,1.9740162015154998
216,1.937893773128366
217,1.7602403208640514
218,2.2367497257886257
219,1.9668780113122943
220,1.1791804637847338
221,1.8622654835847234
222,1.83626735217363
223,1.5397892206539543
224,2.4308139396876927
225,1.8529480836721135
226,1.4171337081385311
227,0.8135210517484196
228,2.0327984243547705
229,1.8214944050667998
230,1.9006307911425735
231,1.7819228503386626
232,1.7170281642007392
233,1.926053229540559
234,1.9423405287598963
235,1.4160090383548236
236,1.1431212108432973
237,1.6158625654869572
238,1.8288090169664484
239,2.312857050531336
240,2.157958478371322
241,1.9928586743875492
242,1.6462200880913138
243,2.3132711666319548
244,1.2850182021151535
245,1.525152536393736
246,2.338173874485343
247,2.8912036364479867
248,2.3872632738863953
249,2.213618490308106
250,2.1246380912680336
251,2.171950578499851
252,1.8732682858041694
253,2.270667111175851
254,1.97719163689139
255,1.7302542085496826
256,2.5051465865142752
257,2.0827848400292965
258,1.9959302647576098
259,1.8501787535550454
260,1.4231296069267454
261,2.1393930771060514
262,1.9525345437671005
263,2.205173821570788
264,1.5641590786486324
265,1.6607320237303347
266,2.0489516768089437
267,1.4773763272238696
268,1.226874146131644
269,1.3287242518763511
270,2.007298295291743
271,2.1408249742732144
272,1.9727853647430234
273,2.135543681533398
274,1.9599154134908807
275,1.3225929427140155
276,1.7626887044900983
277,2.0252296082912036
278,2.508965751153866
279,1.9547235687318523
280,2.3933053396664667
281,1.3287923148606386
282,1.2455094583185486
283,1.7192227689490678
284,1.3444295291222632
285,1.9744117429113563
286,1.4223791604153115
287,1.8457535913630336
288,1.8086133044186554
289,1.8311329097039146
290,1.5299119258448035
291,2.7460500608646727
292,1.904288202203987
293,2.4941064495945358
294,1.7861135408829163
295,2.5111210165979165
296,1.9615704765231778
297,1.7053499027574333
298,1.6265442174464504
299,1.565355221916198
300,1.7911317843729742
301,1.9930096133046333
302,1.028574414788428
303,1.4995880493483154
304,1.735489796607068
305,2.048819705130148
306,1.4347979809027924
307,1.5211432111252665
308,1.4010105164371123
309,2.1159719400143486
310,2.4306741115939445
311,2.177957687870007
312,1.8789926600848448
313,1.4837969421864692
314,2.2884203994504926
315,2.1755932656094616
316,1.9806794373899732
317,1.3358442492281914
318,1.5468086446684273
319,1.3773888939670145
320,2.0672065036818372
321,2.161805393188364
322,1.8999763582576417
323,1.705971653440582
324,1.4854068805802854
325,1.8240627548767203
326,1.2321858654600835
327,2.066788647875438
328,1.6799870257548044
329,2.205820930949032
330,1.937967687555634
331,2.286488642883743
332,1.3196435676039717
333,1.8862854658188306
334,1.7144888021976026
335,1.6479091649928814
336,1.416293228766768
337,2.2441512592214297
338,1.5389366657442327
339,1.4588897633468754
340,1.5856551321222863
341,2.157455782552643
342,1.988976453185265
343,1.9325001618238375
344,1.7782460356963115
345,1.4493731284478673
346,2.053858953764805
347,1.6915780964913272
348,1.8370419848171575
349,1.6053756950940576
350,1.0830154493916688
351,1.8583270882257537
352,1.7796386820268186
353,1.550000079931471
354,2.429192114788245
355,1.5063084721298372
356,1.1727901093704451
357,1.4307045815491355
358,1.4893851936815046
359,2.310382188092298
360,1.1714141776368225
361,2.1918952289936184
362,1.1662254042861717
363,1.402103154317924
364,1.7387499730571914
365,1.722981119272647
366,1.6235846481454448
367,1.3230082505066738
368,1.0061025434418853
369,1.5189957136920904
370,2.4784359823990183
371,1.4521960615805685
372,2.1471902405488645
373,1.6872874922757921
374,2.079788951622014
375,1.934136744708381
376,1.4743936236044444
377,2.305486267225296
378,1.7880793773443644
379,1.4296114368371426
380,1.76562351663511
381,1.6105963610364287
382,2.2860504682536664
383,1.8922082778103861
384,2.3321476234262137
385,1.85967424811126
386,1.5881240059157447
387,1.9324312088888693
388,2.0238898373589866
389,2.0062011914482047
390,1.6029451715265948
391,2.2769069142021907
392,1.9097855246929707
393,1.5629012214724876
394,1.8106313759166868
395,2.0290311657419733
396,1.7826360255244145
397,1.7433340424276953
398,1.448607894637476
399,1.8946358239349619
400,1.8947038071921527
401,1.486282503223301
402,1.5553538086150096
403,1.9133604271393163
404,2.631567334774378
405,1.5491282062541276
406,2.1930711439139174
407,2.1906313524581353
408,1.6768310038561829
409,2.835257708723014
410,1.779990152826484
411,1.396635918073501
412,1.9758446053202485
413,1.3786299745986912
414,1.657112946905904
415,0.9919468880254018
416,1.4216395038501923
417,2.1405276780766993
418,1.4819724411647504
419,1.203062715456334
420,1.230215330847808
421,1.3849811079956036
422,1.5388595649539014
423,1.8930590666657185
424,1.530786065219086
425,1.2954426579294787
426,2.441268633060899
427,2.0565254025265736
428,1.8491235179026626
429,2.4887297191212174
430,1.4584931418740092
431,1.4609559315445912
432,1.6117262761815772
433,1.4485442610054484
434,1.6165872949739597
435,1.4416709291030296
436,1.5092557533324527
437,2.2305767284235776
438,1.3994415702784193
439,1.6639689799601434
440,1.1183805429326885
441,1.5401675849252603
442,1.2575253561472635
443,1.8491726814694804
444,2.4672063105365054
445,1.4951174467743922
446,2.0713191809590175
447,2.4088569999263227
448,1.2227470460938277
449,1.900776521208183
450,2.3064570596302034
451,2.1859087152632743
452,1.747475642214768
453,1.9662093015692776
454,1.9830983630796921
455,2.1103627739956967
456,1.3378005116309175
457,1.5033064270538732
458,2.23634506595846
459,1.0529021860940235
460,2.0174837600041244
461,1.6391503537135472
462,3.0767960560108145
463,1.8093433221076296
464,1.6604945850428703
465,1.3597204202991215
466,2.311932001422363
467,1.568791859392341
468,2.2862147482985082
469,2.2522686798016873
470,2.279442783510308
471,2.455519391709962
472,1.6261945937905788
473,2.7017154596107016
474,1.675446817973561
475,1.715987659518645
476,1.2954348208372752
477,1.7344854621023125
478,1.9440276681645636
479,1.7175034784205807
480,1.6995814878827584
481,1.5089692883443726
482,1.8745919259199053
483,2.5058879509155987
484,1.6479548603652552
485,2.5515544815009186
486,1.8782597693707643
487,1.4495057356698178
488,1.3725707710457715
489,2.173211065542869
490,2.0059601995578866
491,1.7796624862650028
492,2.060271176233446
493,1.5394346323856782
494,1.4108509715968856
495,2.040869147672966
496,1.6239588615732459
497,1.4060922179032413
498,2.2764176908981844
499,1.978287793749524
